Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,SeedNumx,SeedNumy,WRts,WReFG,WRoer,WRder,WRat,WRastratio,WRtoratio,WRovr,Wts,WeFG,Woer,Wder,Wat,Wastratio,Wtoratio,lRts,lReFG,lRoer,lRder,lRat,lRastratio,lRtoratio,lRovr,lts,leFG,loer,lder,lat,lastratio,ltoratio,WMx,WMy,wlevel,llevel,wfinal_last1,lfinal_last1,Wwinratio,lwinratio,Wpan,lpan
2009,139,1338,84,1329,76,N,0,1,8,A,A,A,B,A,A,A,A,0.562,0.534,117.024,97.083,1.48,15.271,10.318,A,A,A,C,C,C,B,B,0.582,0.536,112.703,102.542,1.012,11.414,11.276,4.144278607,5.571428571,0,0,RoundOf32,SweetSixteen,0.870967742,0.666666667,31,33
2009,145,1437,78,1338,76,N,0,3,1,A,B,A,B,C,B,B,A,0.567,0.515,111.403,96.897,1.111,13.484,12.136,A,A,A,B,A,A,A,A,0.562,0.534,117.024,97.083,1.48,15.271,10.318,6.048387097,4.144278607,1,0,SweetSixteen,RoundOf32,0.787878788,0.870967742,33,31
2009,137,1462,77,1340,59,N,0,4,13,A,A,A,B,C,B,C,A,0.57,0.529,108.902,92.827,0.898,12.931,14.401,A,A,A,C,C,B,B,A,0.564,0.536,109.799,102.075,1.114,13.541,12.158,7.789256198,14.46938776,0,0,EliteEight,RoundOf64,0.78125,0.709677419,32,31
2009,143,1163,72,1345,60,N,0,1,5,B,B,A,A,B,B,B,A,0.554,0.511,113.248,92.33,1.214,13.744,11.324,B,B,B,A,B,B,B,A,0.544,0.507,105.52,89.951,1.298,14.154,10.904,2.774193548,5.855140187,0,0,RoundOf64,RoundOf32,0.870967742,0.735294118,31,34
2009,136,1314,101,1347,58,N,0,1,16,A,A,A,B,B,A,A,A,0.578,0.527,118.888,96.866,1.4,14.418,10.302,B,B,B,C,C,C,C,C,0.55,0.507,103.637,100.366,0.839,12.326,14.687,2.576388889,16,1,1,FinalFour,RoundOf64,0.870967742,0.620689655,31,29
2009,137,1277,77,1352,62,N,0,2,15,B,B,A,B,C,A,B,A,0.544,0.501,108.782,95.704,1.134,14.426,12.725,A,A,B,B,C,B,C,B,0.575,0.537,105.863,97.293,0.992,14.313,14.423,4.928315412,15.29545455,0,0,SweetSixteen,RoundOf64,0.8125,0.705882353,32,34
2009,137,1393,59,1372,44,N,0,3,14,A,A,A,B,B,A,B,A,0.572,0.544,110.576,99.828,1.198,15.152,12.651,C,B,B,A,C,C,B,B,0.515,0.484,98.527,89.678,1.043,12.003,11.503,4.382352941,14,1,1,RoundOf64,etc,0.735294118,0.740740741,34,27
2009,139,1257,79,1373,72,N,0,1,9,B,B,B,A,B,B,B,A,0.545,0.519,107.27,89.662,1.213,14.312,11.801,B,B,A,B,B,B,B,A,0.548,0.516,108.297,97.723,1.169,13.132,11.23,5.271604938,12.52873563,0,0,EliteEight,RoundOf32,0.848484848,0.787878788,33,33
2009,144,1328,84,1393,71,N,0,2,3,A,A,A,B,C,B,B,A,0.588,0.55,114.958,98.807,1.046,13.234,12.657,A,A,A,B,B,A,B,A,0.572,0.544,110.576,99.828,1.198,15.152,12.651,4.984375,4.382352941,0,1,RoundOf32,RoundOf64,0.84375,0.735294118,32,34
2009,137,1113,66,1396,57,N,0,6,11,A,A,A,B,B,A,B,A,0.603,0.563,114.5,98.329,1.355,15.884,11.72,B,B,B,B,B,B,B,B,0.544,0.513,106.345,97.526,1.233,14.258,11.567,7.274193548,8.345177665,1,0,RoundOf32,RoundOf64,0.727272727,0.666666667,33,33
2009,137,1329,77,1397,75,N,0,8,9,A,A,A,C,C,C,B,B,0.582,0.536,112.703,102.542,1.012,11.414,11.276,B,B,A,C,B,B,B,B,0.544,0.509,110.38,101.912,1.22,13.691,11.223,5.571428571,5.304347826,0,1,SweetSixteen,SweetSixteen,0.666666667,0.636363636,33,33
2009,138,1181,74,1400,69,N,0,2,7,B,B,A,B,C,C,B,B,0.557,0.509,113.071,95.002,1.086,12.046,11.093,B,B,B,B,C,C,B,B,0.522,0.481,106.977,97.586,1.036,11.702,11.291,2.175159236,5.636986301,0,1,RoundOf32,EliteEight,0.823529412,0.666666667,34,33
2009,138,1163,92,1401,66,N,0,1,9,B,B,A,A,B,B,B,A,0.554,0.511,113.248,92.33,1.214,13.744,11.324,B,B,A,C,C,C,B,B,0.553,0.503,110.083,100.612,0.949,11.919,12.561,2.774193548,8.350515464,0,1,RoundOf64,RoundOf32,0.870967742,0.71875,31,32
2009,138,1437,89,1417,69,N,0,3,6,A,B,A,B,C,B,B,A,0.567,0.515,111.403,96.897,1.111,13.484,12.136,A,A,A,B,B,B,B,A,0.591,0.56,116.517,96.884,1.27,14.291,11.257,6.048387097,4.670250896,1,1,SweetSixteen,FinalFour,0.787878788,0.757575758,33,33
2009,139,1277,74,1425,69,N,0,2,10,B,B,A,B,C,A,B,A,0.544,0.501,108.782,95.704,1.134,14.426,12.725,B,B,B,B,C,C,C,B,0.548,0.51,105.691,97.554,0.883,12.135,13.737,4.928315412,6.764705882,0,0,SweetSixteen,RoundOf64,0.8125,0.636363636,32,33
2009,137,1112,84,1428,71,N,0,12,5,A,A,A,C,B,B,B,A,0.574,0.532,112.158,106.886,1.146,13.766,12.008,A,A,A,B,C,B,C,A,0.6,0.549,109.21,97.62,0.982,13.455,13.707,5.04,6.455445545,1,0,RoundOf64,SweetSixteen,0.59375,0.75,32,32
2009,137,1266,58,1429,57,N,0,6,11,A,B,A,B,B,B,B,A,0.567,0.517,113.959,100.058,1.32,13.973,10.582,A,A,A,C,B,A,B,A,0.601,0.559,118.543,101.057,1.428,15.882,11.12,6.205714286,12.57971014,1,1,RoundOf32,RoundOf64,0.727272727,0.878787879,33,33
2009,136,1417,65,1433,64,N,0,6,11,A,A,A,B,B,B,B,A,0.591,0.56,116.517,96.884,1.27,14.291,11.257,B,B,A,B,C,B,B,B,0.56,0.522,108.584,96.035,1.086,12.971,11.945,4.670250896,11.5308642,1,0,FinalFour,RoundOf32,0.757575758,0.727272727,33,33
2009,152,1314,83,1437,69,N,0,1,3,A,A,A,B,B,A,A,A,0.578,0.527,118.888,96.866,1.4,14.418,10.302,A,B,A,B,C,B,B,A,0.567,0.515,111.403,96.897,1.111,13.484,12.136,2.576388889,6.048387097,1,1,FinalFour,SweetSixteen,0.870967742,0.787878788,31,33
2009,138,1211,83,1443,81,N,0,4,12,A,A,A,A,B,B,A,A,0.585,0.551,115.088,89.686,1.312,13.553,10.331,B,B,A,C,C,B,B,B,0.556,0.519,110.109,101.7,1.007,12.477,12.388,6.987012987,11.17391304,1,0,RoundOf64,SweetSixteen,0.833333333,0.741935484,30,31
2009,137,1156,84,1448,69,N,0,13,4,C,C,B,B,C,B,B,B,0.516,0.469,101.667,93.685,1.078,12.934,12.002,A,B,A,B,C,C,C,B,0.569,0.523,109.008,94.116,0.833,11.418,13.701,13.07407407,4.110526316,1,0,SweetSixteen,RoundOf32,0.6875,0.8,32,30
2009,138,1345,76,1449,74,N,0,5,4,B,B,B,A,B,B,B,A,0.544,0.507,105.52,89.951,1.298,14.154,10.904,B,B,A,B,C,C,B,B,0.543,0.494,108.989,96.477,0.88,11.329,12.877,5.855140187,5.658333333,0,0,RoundOf32,SweetSixteen,0.735294118,0.757575758,34,33
2009,137,1173,68,1452,60,N,0,11,6,C,C,B,B,C,B,B,B,0.515,0.477,102.925,93.761,1.02,12.971,12.719,B,B,A,B,B,B,B,A,0.527,0.486,110.583,94.025,1.271,13.56,10.665,9.287356322,7.314516129,1,0,RoundOf64,SweetSixteen,0.787878788,0.676470588,33,34
2009,139,1462,60,1458,49,N,0,4,12,A,A,A,B,C,B,C,A,0.57,0.529,108.902,92.827,0.898,12.931,14.401,B,B,A,B,B,B,B,A,0.548,0.506,109.145,99.318,1.204,12.764,10.603,7.789256198,6.530864198,0,1,EliteEight,SweetSixteen,0.78125,0.612903226,32,31
2009,143,1338,60,1462,55,N,0,1,4,A,A,A,B,A,A,A,A,0.562,0.534,117.024,97.083,1.48,15.271,10.318,A,A,A,B,C,B,C,A,0.57,0.529,108.902,92.827,0.898,12.931,14.401,4.144278607,7.789256198,0,0,RoundOf32,EliteEight,0.870967742,0.78125,31,32
2010,137,1181,73,1115,44,N,0,1,16,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,C,C,C,A,C,C,C,C,0.504,0.45,94.392,95.459,0.74,11.922,16.113,2.085294118,16,0,1,SweetSixteen,etc,0.852941176,0.53125,34,32
2010,146,1181,78,1124,71,N,0,1,3,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,A,A,A,B,C,B,B,A,0.587,0.546,114.186,99.116,0.975,12.574,12.901,2.085294118,6.925925926,0,0,SweetSixteen,RoundOf64,0.852941176,0.774193548,34,31
2010,154,1181,61,1139,59,N,0,1,5,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,2.085294118,8.994350282,0,1,SweetSixteen,RoundOf64,0.852941176,0.875,34,32
2010,138,1243,84,1140,72,N,0,2,7,B,B,A,B,C,B,B,B,0.552,0.506,111.584,97.135,1.002,12.885,12.858,A,A,A,A,A,B,A,A,0.6,0.551,118.115,92.84,1.397,14.106,10.099,7.06741573,9.153465347,1,0,RoundOf32,RoundOf64,0.78125,0.848484848,32,33
2010,139,1181,68,1143,53,N,0,1,8,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,A,B,A,B,B,B,B,A,0.577,0.534,114.622,101.289,1.205,13.066,10.847,2.085294118,7.344632768,0,0,SweetSixteen,RoundOf64,0.852941176,0.696969697,34,33
2010,137,1281,86,1155,78,N,0,10,7,B,B,A,A,B,B,B,A,0.545,0.503,108.927,92.565,1.173,12.97,11.057,B,B,B,A,C,B,B,B,0.542,0.51,105.449,92.361,0.954,12.498,13.096,7.221649485,6.3125,1,0,EliteEight,RoundOf64,0.6875,0.677419355,32,31
2010,143,1246,62,1165,45,N,0,1,12,B,B,A,A,C,B,B,B,0.569,0.53,113.403,93.144,1.014,12.968,12.786,A,A,A,B,B,A,B,A,0.594,0.564,115.295,98.993,1.327,14.863,11.203,3.659090909,13.44303797,0,0,RoundOf64,RoundOf64,0.941176471,0.862068966,34,29
2010,136,1246,100,1190,71,N,0,1,16,B,B,A,A,C,B,B,B,0.569,0.53,113.403,93.144,1.014,12.968,12.786,C,C,B,B,C,C,C,C,0.52,0.48,101.029,97.153,0.742,10.191,13.739,3.659090909,14.6637931,0,0,RoundOf64,RoundOf64,0.941176471,0.575757576,34,33
2010,136,1140,99,1196,92,N,2,7,10,A,A,A,A,A,B,A,A,0.6,0.551,118.115,92.84,1.397,14.106,10.099,B,B,B,B,B,B,B,B,0.533,0.494,108.301,99.149,1.154,12.739,11.037,9.153465347,4.77826087,0,1,RoundOf64,Champion,0.848484848,0.636363636,33,33
2010,137,1211,67,1199,60,N,0,8,9,A,A,A,B,C,B,B,A,0.582,0.544,112.193,97.262,1.035,12.823,12.394,B,B,B,A,C,B,C,B,0.541,0.509,101.795,89.545,0.829,12.816,15.462,7.089494163,7.091836735,1,0,SweetSixteen,RoundOf64,0.806451613,0.709677419,31,31
2010,136,1325,97,1207,83,N,0,14,3,B,C,B,B,B,B,B,B,0.541,0.489,106.16,98.33,1.109,12.85,11.589,A,A,A,B,B,A,B,A,0.592,0.556,111.008,99.369,1.121,14.61,13.034,13.29310345,5.036082474,0,0,RoundOf64,RoundOf32,0.588235294,0.696969697,34,33
2010,139,1326,75,1210,66,N,0,2,10,A,A,A,A,B,B,B,A,0.593,0.564,114.59,94.565,1.299,14.157,10.901,B,B,B,A,C,C,C,B,0.538,0.506,103.521,94.358,0.842,12.128,14.399,3.625668449,6.56097561,1,0,RoundOf64,RoundOf64,0.794117647,0.636363636,34,33
2010,139,1393,87,1211,65,N,0,1,8,A,A,A,A,B,A,B,A,0.6,0.573,115.014,94.481,1.284,16.365,12.749,A,A,A,B,C,B,B,A,0.582,0.544,112.193,97.262,1.035,12.823,12.394,4.049242424,7.089494163,1,1,SweetSixteen,SweetSixteen,0.875,0.806451613,32,31
2010,137,1268,89,1222,77,N,0,4,13,B,B,A,A,A,B,A,A,0.559,0.519,112.845,96.439,1.376,13.949,10.134,C,C,A,C,A,C,A,B,0.523,0.481,110.253,105.612,1.389,10.794,7.77,4.74796748,11.6744186,1,0,RoundOf32,RoundOf64,0.733333333,0.545454545,30,33
2010,138,1320,69,1242,67,N,0,9,1,B,B,B,A,C,C,B,B,0.547,0.497,107.476,92.468,1.012,11.452,11.318,A,A,A,A,B,A,B,A,0.589,0.551,117.801,92.413,1.322,15,11.346,11.24166667,2.676300578,1,0,RoundOf64,SweetSixteen,0.875,0.941176471,32,34
2010,145,1139,63,1243,56,N,0,5,2,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,B,B,A,B,C,B,B,B,0.552,0.506,111.584,97.135,1.002,12.885,12.858,8.994350282,7.06741573,1,1,RoundOf64,RoundOf32,0.875,0.78125,32,32
2010,145,1452,73,1246,66,N,0,2,1,B,B,A,B,B,B,A,A,0.536,0.493,113.694,99.39,1.339,14.104,10.537,B,B,A,A,C,B,B,B,0.569,0.53,113.403,93.144,1.014,12.968,12.786,6.393333333,3.659090909,0,0,RoundOf64,RoundOf64,0.818181818,0.941176471,33,34
2010,136,1242,90,1250,74,N,0,1,16,A,A,A,A,B,A,B,A,0.589,0.551,117.801,92.413,1.322,15,11.346,B,B,B,B,B,B,B,B,0.563,0.516,108.127,100.182,1.163,13.912,11.957,2.676300578,16,0,0,SweetSixteen,FirstFour,0.941176471,0.6875,34,32
2010,137,1143,77,1257,62,N,0,8,9,A,B,A,B,B,B,B,A,0.577,0.534,114.622,101.289,1.205,13.066,10.847,B,B,A,B,B,B,B,B,0.554,0.515,112.114,102.685,1.137,13.562,11.928,7.344632768,5.63197026,0,0,RoundOf64,EliteEight,0.696969697,0.625,33,32
2010,136,1449,80,1266,78,N,0,11,6,B,B,A,A,B,C,B,B,0.546,0.494,110.297,96.598,1.095,12.112,11.063,B,B,A,B,A,B,A,A,0.567,0.525,113.281,98.859,1.471,14.334,9.747,6.609589041,6.179104478,0,1,RoundOf32,RoundOf32,0.727272727,0.666666667,33,33
2010,139,1277,85,1268,83,N,0,5,4,B,B,A,B,B,A,B,A,0.551,0.515,109.367,96.773,1.189,14.824,12.464,B,B,A,A,A,B,A,A,0.559,0.519,112.845,96.439,1.376,13.949,10.134,4.93442623,4.74796748,0,1,ChampionshipGame,RoundOf32,0.75,0.733333333,32,30
2010,152,1139,52,1277,50,N,0,5,5,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,B,B,A,B,B,A,B,A,0.551,0.515,109.367,96.773,1.189,14.824,12.464,8.994350282,4.93442623,1,0,RoundOf64,ChampionshipGame,0.875,0.75,32,32
2010,137,1462,65,1278,54,N,0,6,11,B,B,A,A,B,B,B,A,0.57,0.525,112.875,96.459,1.083,12.698,11.727,B,A,A,B,B,A,B,A,0.571,0.537,110.784,96.826,1.314,15.299,11.642,7.615671642,8.037878788,0,0,SweetSixteen,RoundOf64,0.75,0.617647059,32,34
2010,139,1452,68,1281,59,N,0,2,10,B,B,A,B,B,B,A,A,0.536,0.493,113.694,99.39,1.339,14.104,10.537,B,B,A,A,B,B,B,A,0.545,0.503,108.927,92.565,1.173,12.97,11.057,6.393333333,7.221649485,0,1,RoundOf64,EliteEight,0.818181818,0.6875,33,32
2010,136,1307,62,1285,57,N,0,3,14,B,B,A,B,B,B,A,A,0.553,0.51,113.9,99.058,1.286,13.267,10.313,A,A,A,B,C,C,B,B,0.584,0.545,110.458,98.988,0.98,12.186,12.433,6.984251969,14.48695652,0,1,RoundOf64,RoundOf32,0.878787879,0.689655172,33,29
2010,137,1452,77,1288,50,N,0,2,15,B,B,A,B,B,B,A,A,0.536,0.493,113.694,99.39,1.339,14.104,10.537,B,C,A,B,C,C,B,B,0.531,0.479,109.049,100.613,0.94,11.222,11.932,6.393333333,15,0,1,RoundOf64,RoundOf64,0.818181818,0.75,33,36
2010,138,1139,54,1293,52,N,0,5,13,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,A,A,A,A,B,B,C,A,0.593,0.555,114.233,90.635,1.047,14.147,13.506,8.994350282,13.25609756,1,1,RoundOf64,RoundOf64,0.875,0.875,32,32
2010,138,1449,82,1307,64,N,0,11,3,B,B,A,A,B,C,B,B,0.546,0.494,110.297,96.598,1.095,12.112,11.063,B,B,A,B,B,B,A,A,0.553,0.51,113.9,99.058,1.286,13.267,10.313,6.609589041,6.984251969,0,0,RoundOf32,RoundOf64,0.727272727,0.878787879,33,33
2010,137,1277,70,1308,67,N,0,5,12,B,B,A,B,B,A,B,A,0.551,0.515,109.367,96.773,1.189,14.824,12.464,B,B,A,C,B,B,B,B,0.572,0.534,110.34,108.386,1.123,12.935,11.514,4.93442623,11.42307692,0,0,ChampionshipGame,RoundOf64,0.75,0.65625,32,32
2010,136,1243,82,1317,62,N,0,2,15,B,B,A,B,C,B,B,B,0.552,0.506,111.584,97.135,1.002,12.885,12.858,B,B,B,B,C,C,C,B,0.567,0.509,106.447,100.926,0.81,11.683,14.416,7.06741573,15,1,1,RoundOf32,RoundOf64,0.78125,0.733333333,32,30
2010,144,1277,59,1320,52,N,0,5,9,B,B,A,B,B,A,B,A,0.551,0.515,109.367,96.773,1.189,14.824,12.464,B,B,B,A,C,C,B,B,0.547,0.497,107.476,92.468,1.012,11.452,11.318,4.93442623,11.24166667,0,1,ChampionshipGame,RoundOf64,0.75,0.875,32,32
2010,136,1330,51,1323,50,N,0,11,6,C,C,B,A,B,B,B,B,0.517,0.489,107.388,91.075,1.211,13.926,11.495,A,A,A,C,A,A,A,A,0.582,0.541,118.25,106.929,1.628,15.688,9.638,12.36190476,6.27027027,1,0,RoundOf64,RoundOf32,0.764705882,0.676470588,34,34
2010,137,1338,89,1324,66,N,0,3,14,B,B,B,B,B,A,B,B,0.543,0.496,108.341,97.902,1.275,15.159,11.893,B,B,B,B,C,C,B,B,0.542,0.494,108.297,103.856,0.938,11.57,12.328,4.013215859,14.89361702,0,0,EliteEight,RoundOf64,0.75,0.75,32,32
2010,138,1397,83,1325,68,N,0,6,14,B,B,B,A,B,B,B,B,0.538,0.502,105.18,92.948,1.082,12.717,11.749,B,C,B,B,B,B,B,B,0.541,0.489,106.16,98.33,1.109,12.85,11.589,5.401069519,13.29310345,1,0,RoundOf64,RoundOf64,0.757575758,0.588235294,33,34
2010,144,1397,76,1326,73,N,0,6,2,B,B,B,A,B,B,B,B,0.538,0.502,105.18,92.948,1.082,12.717,11.749,A,A,A,A,B,B,B,A,0.593,0.564,114.59,94.565,1.299,14.157,10.901,5.401069519,3.625668449,1,1,RoundOf64,RoundOf64,0.757575758,0.794117647,33,34
2010,137,1210,64,1329,59,N,0,10,7,B,B,B,A,C,C,C,B,0.538,0.506,103.521,94.358,0.842,12.128,14.399,B,B,B,B,C,C,B,B,0.563,0.523,108.434,99.449,0.985,11.71,11.885,6.56097561,5.728813559,0,0,RoundOf64,RoundOf32,0.636363636,0.6875,33,32
2010,138,1124,76,1330,68,N,0,3,11,A,A,A,B,C,B,B,A,0.587,0.546,114.186,99.116,0.975,12.574,12.901,C,C,B,A,B,B,B,B,0.517,0.489,107.388,91.075,1.211,13.926,11.495,6.925925926,12.36190476,0,1,RoundOf64,RoundOf64,0.774193548,0.764705882,31,34
2010,139,1462,71,1338,68,N,0,6,3,B,B,A,A,B,B,B,A,0.57,0.525,112.875,96.459,1.083,12.698,11.727,B,B,B,B,B,A,B,B,0.543,0.496,108.341,97.902,1.275,15.159,11.893,7.615671642,4.013215859,0,0,SweetSixteen,EliteEight,0.75,0.75,32,32
2010,144,1181,70,1345,57,N,0,1,4,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,B,B,B,A,B,B,A,A,0.543,0.494,107.924,92.667,1.29,13.357,10.352,2.085294118,5.654166667,0,0,SweetSixteen,SweetSixteen,0.852941176,0.84375,34,32
2010,136,1388,80,1350,71,N,0,10,7,A,A,A,B,A,A,A,A,0.595,0.557,117.933,98.957,1.43,14.723,10.294,B,B,B,A,B,C,B,B,0.545,0.51,105.25,94.431,1.128,12.215,10.83,10.47191011,10.89873418,0,0,RoundOf64,RoundOf64,0.833333333,0.764705882,30,34
2010,136,1437,73,1352,70,N,1,2,15,A,B,A,B,C,C,B,B,0.582,0.53,115.771,101.413,1.005,12.249,12.192,B,C,B,B,C,C,C,C,0.534,0.49,102.26,98.707,0.852,12.024,14.117,5.551886792,15.18571429,1,0,FinalFour,RoundOf64,0.774193548,0.676470588,31,34
2010,136,1124,68,1358,59,N,0,3,14,A,A,A,B,C,B,B,A,0.587,0.546,114.186,99.116,0.975,12.574,12.901,A,A,A,B,A,A,B,A,0.582,0.543,114.119,102.694,1.463,16.752,11.452,6.925925926,14.42222222,0,1,RoundOf64,RoundOf64,0.774193548,0.75,31,28
2010,136,1397,62,1361,59,N,0,6,11,B,B,B,A,B,B,B,B,0.538,0.502,105.18,92.948,1.082,12.717,11.749,B,B,B,B,C,B,B,B,0.547,0.52,108.783,97.852,0.976,12.652,12.961,5.401069519,11.56716418,1,1,RoundOf64,RoundOf64,0.757575758,0.741935484,33,31
2010,137,1326,68,1364,51,N,0,2,15,A,A,A,A,B,B,B,A,0.593,0.564,114.59,94.565,1.299,14.157,10.901,B,B,B,B,C,B,C,B,0.558,0.513,100.563,98.5,0.88,13.448,15.278,3.625668449,13.62962963,1,0,RoundOf64,RoundOf64,0.794117647,0.678571429,34,28
2010,137,1345,72,1373,64,N,0,4,13,B,B,B,A,B,B,A,A,0.543,0.494,107.924,92.667,1.29,13.357,10.352,B,B,B,A,B,B,B,B,0.537,0.498,108.449,93.628,1.181,12.791,10.833,5.654166667,12.63716814,0,0,SweetSixteen,RoundOf32,0.84375,0.818181818,32,33
2010,144,1124,72,1388,49,N,0,3,10,A,A,A,B,C,B,B,A,0.587,0.546,114.186,99.116,0.975,12.574,12.901,A,A,A,B,A,A,A,A,0.595,0.557,117.933,98.957,1.43,14.723,10.294,6.925925926,10.47191011,0,0,RoundOf64,RoundOf64,0.774193548,0.833333333,31,30
2010,143,1139,63,1393,59,N,0,5,1,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,A,A,A,A,B,A,B,A,0.6,0.573,115.014,94.481,1.284,16.365,12.749,8.994350282,4.049242424,1,1,RoundOf64,SweetSixteen,0.875,0.875,32,32
2010,137,1165,78,1396,65,N,0,12,5,A,A,A,B,B,A,B,A,0.594,0.564,115.295,98.993,1.327,14.863,11.203,C,C,B,A,A,B,A,B,0.521,0.489,105.065,90.325,1.407,14,9.948,13.44303797,7.955156951,0,0,RoundOf64,RoundOf64,0.862068966,0.852941176,29,34
2010,146,1277,70,1397,69,N,0,5,6,B,B,A,B,B,A,B,A,0.551,0.515,109.367,96.773,1.189,14.824,12.464,B,B,B,A,B,B,B,B,0.538,0.502,105.18,92.948,1.082,12.717,11.749,4.93442623,5.401069519,0,1,ChampionshipGame,RoundOf64,0.75,0.757575758,32,33
2010,136,1448,81,1400,80,N,1,9,8,C,C,B,A,C,C,C,C,0.517,0.474,102.505,96.298,0.777,10.426,13.413,B,B,A,A,B,C,B,B,0.545,0.513,110.475,95.21,1.041,12.116,11.635,4.699074074,5.830188679,0,1,RoundOf64,RoundOf32,0.655172414,0.727272727,29,33
2010,139,1345,63,1401,61,N,1,4,5,B,B,B,A,B,B,A,A,0.543,0.494,107.924,92.667,1.29,13.357,10.352,B,B,B,B,C,C,B,B,0.544,0.498,108.043,98.046,0.974,11.804,12.121,5.654166667,7.642276423,0,1,SweetSixteen,RoundOf32,0.84375,0.709677419,32,31
2010,136,1320,69,1424,66,N,0,9,8,B,B,B,A,C,C,B,B,0.547,0.497,107.476,92.468,1.012,11.452,11.318,B,B,B,A,A,A,B,A,0.558,0.522,107.872,95.545,1.379,14.698,10.656,11.24166667,7.27480916,1,0,RoundOf64,RoundOf32,0.875,0.75,32,32
2010,137,1401,69,1429,53,N,0,5,12,B,B,B,B,C,C,B,B,0.544,0.498,108.043,98.046,0.974,11.804,12.121,A,A,A,A,A,A,A,A,0.592,0.555,118.266,96.736,1.654,15.956,9.648,7.642276423,12.48780488,1,1,RoundOf32,RoundOf64,0.709677419,0.787878788,31,33
2010,136,1139,77,1431,59,N,0,5,12,A,B,A,A,C,B,B,A,0.577,0.52,109.734,93.623,1.033,13.143,12.726,B,B,B,A,B,B,B,B,0.565,0.53,107.807,92.278,1.124,13.446,11.968,8.994350282,11.08333333,1,0,RoundOf64,RoundOf64,0.875,0.8125,32,32
2010,136,1293,66,1435,65,N,0,13,4,A,A,A,A,B,B,C,A,0.593,0.555,114.233,90.635,1.047,14.147,13.506,A,B,A,B,C,B,B,B,0.58,0.527,111.107,100.531,0.965,12.378,12.833,13.25609756,5.694656489,1,0,RoundOf64,RoundOf64,0.875,0.741935484,32,31
2010,137,1393,79,1436,56,N,0,1,16,A,A,A,A,B,A,B,A,0.6,0.573,115.014,94.481,1.284,16.365,12.749,B,C,B,A,C,C,C,B,0.54,0.486,105.132,96.181,0.858,11.695,13.634,4.049242424,15.03488372,1,0,SweetSixteen,RoundOf32,0.875,0.735294118,32,34
2010,138,1388,75,1437,68,N,0,10,2,A,A,A,B,A,A,A,A,0.595,0.557,117.933,98.957,1.43,14.723,10.294,A,B,A,B,C,C,B,B,0.582,0.53,115.771,101.413,1.005,12.249,12.192,10.47191011,5.551886792,0,1,RoundOf64,FinalFour,0.833333333,0.774193548,30,31
2010,138,1246,90,1448,60,N,0,1,9,B,B,A,A,C,B,B,B,0.569,0.53,113.403,93.144,1.014,12.968,12.786,C,C,B,A,C,C,C,C,0.517,0.474,102.505,96.298,0.777,10.426,13.413,3.659090909,4.699074074,0,0,RoundOf64,RoundOf64,0.941176471,0.655172414,34,29
2010,143,1452,69,1449,56,N,0,2,11,B,B,A,B,B,B,A,A,0.536,0.493,113.694,99.39,1.339,14.104,10.537,B,B,A,A,B,C,B,B,0.546,0.494,110.297,96.598,1.095,12.112,11.063,6.393333333,6.609589041,0,0,RoundOf64,RoundOf32,0.818181818,0.727272727,33,33
2010,152,1181,78,1452,57,N,0,1,2,B,B,A,A,B,B,A,A,0.555,0.503,116.813,92.342,1.254,12.475,9.948,B,B,A,B,B,B,A,A,0.536,0.493,113.694,99.39,1.339,14.104,10.537,2.085294118,6.393333333,0,0,SweetSixteen,RoundOf64,0.852941176,0.818181818,34,33
2010,134,1115,61,1457,44,N,0,16,16,C,C,C,A,C,C,C,C,0.504,0.45,94.392,95.459,0.74,11.922,16.113,D,D,C,A,C,D,B,C,0.46,0.419,93.965,92.959,0.885,10.03,11.331,16,14.44505495,1,0,etc,RoundOf64,0.53125,0.566666667,32,30
2010,139,1165,87,1458,69,N,0,12,4,A,A,A,B,B,A,B,A,0.594,0.564,115.295,98.993,1.327,14.863,11.203,B,B,A,A,A,B,A,A,0.556,0.516,112.832,93.862,1.44,13.015,9.038,13.44303797,6.286245353,0,1,RoundOf64,RoundOf32,0.862068966,0.741935484,29,31
2010,137,1458,53,1459,49,N,0,4,13,B,B,A,A,A,B,A,A,0.556,0.516,112.832,93.862,1.44,13.015,9.038,B,B,B,A,B,B,B,B,0.537,0.492,106.668,95.03,1.129,13.14,11.638,6.286245353,13,1,0,RoundOf32,etc,0.741935484,0.757575758,31,33
